index,material_no,name,category,glass_t1_mm,glass_cavity_mm,glass_t2_mm,spectrum_ok,R_125_Hz,R_250_Hz,R_500_Hz,R_1000_Hz,R_2000_Hz,R_4000_Hz
3081,3210,Duco DucoMax Largo 20 'ZR' HD,,,,,True,30.9,28.6,36.3,44.0,45.0,55.6
3082,3211,Duco DucoMax Largo 25 'ZR' HD,,,,,True,30.8,28.1,34.0,39.3,41.9,52.6
3083,3212,Duco SkyMax Corto 10 ZR,,,,,True,31.5,31.6,40.6,45.9,40.4,41.5
3084,3213,Duco SkyMax Corto 15 ZR,,,,,True,29.2,28.9,35.0,40.1,37.9,39.6
3085,3214,Duco SkyMax Corto 20 ZR,,,,,True,28.6,27.9,32.7,38.5,36.8,37.4
3086,3215,Duco SkyMax Corto 25 ZR,,,,,True,28.0,27.3,31.8,37.0,35.2,37.2
3087,3216,Duco SkyMax Medio 10 ZR,,,,,True,32.5,31.2,42.8,48.5,45.9,50.8
3088,3217,Duco SkyMax Medio 15 ZR,,,,,True,30.7,28.4,37.2,42.6,43.3,48.6
3089,3218,Duco SkyMax Medio 20 ZR,,,,,True,29.1,26.8,35.6,40.8,41.6,44.9
3090,3219,Duco SkyMax Medio 25 ZR,,,,,True,28.6,26.2,33.7,38.6,39.8,44.1
3091,3220,Duco SkyMax Alto 10 ZR,,,,,True,32.4,30.7,44.8,52.3,50.2,61.6
3092,3221,Duco SkyMax Alto 15 ZR,,,,,True,30.7,28.6,39.1,45.9,47.1,58.6
3093,3222,Duco SkyMax Alto 20 ZR,,,,,True,30.2,27.2,36.7,43.5,44.5,54.4
3094,3223,Duco SkyMax Alto 25 ZR,,,,,True,29.7,26.2,35.1,41.0,42.1,52.0
3095,3224,Duco SkyMax Largo 10 ZR,,,,,True,34.8,36.2,45.5,54.4,56.1,70.6
3096,3225,Duco SkyMax Largo 15 ZR,,,,,True,32.2,31.5,39.0,45.6,48.6,61.8
3097,3226,Duco SkyMax Largo 20 ZR,,,,,True,30.9,28.6,36.3,44.0,45.0,55.6
3098,3227,Duco SkyMax Largo 25 ZR,,,,,True,30.8,28.1,34.0,39.3,41.9,52.6
3099,3228,"Innoventus G2, 100F [1]",,,,,True,40.5,43.7,53.2,51.0,60.0,65.3
3100,3229,"Innoventus G2, 120F [1]",,,,,True,38.3,39.5,48.6,49.2,57.0,64.3
3101,3230,"Sonair F+, G2 [1]",,,,,True,40.0,44.7,53.9,53.7,61.8,61.8
3102,3231,"Sonair F+, F6 [1]",,,,,True,40.1,45.7,56.3,53.8,55.4,60.9
3103,3232,"Sonair A+, G2 [1]",,,,,True,40.4,44.1,51.0,50.0,54.6,57.0
3104,3233,"Sonair A+, F6 [1]",,,,,True,40.4,44.8,52.5,50.2,51.8,56.9
3105,3234,Merford deur MN 56 geluidisolerend,,,,,True,41.0,45.0,49.0,56.0,57.0,56.0
3106,3235,Merford houten deur MH37 [1],,,,,True,26.2,37.0,39.3,37.4,36.1,43.0
3107,3236,Merford houten deur MH 42,,,,,True,29.9,31.8,39.7,46.0,45.4,45.5
3108,3237,Merford houten deur MH45,,,,,True,25.7,38.6,42.6,46.4,45.5,47.3
3109,3238,Merford houten deur MH47,,,,,True,28.1,38.6,44.9,49.7,46.8,50.0
3110,3239,Renson Invisivent NL AK basic [1],,,,,True,36.5,34.8,31.5,32.5,36.8,47.3
3111,3240,Renson Invisivent NL AK High [1],,,,,True,39.8,36.9,34.9,37.1,43.6,65.0
3112,3241,Duco DucoMax Corto 'ZR' 5 Pa,,,,,True,28.0,27.3,31.8,37.0,35.2,37.2
3113,3242,Duco GlasMax 'ZR' 5 Pa [1],,,,,True,24.7,26.7,24.9,26.8,28.0,0.0
3114,3243,Duco MiniMax 'ZR' 5 Pa [1],,,,,True,23.8,22.9,29.8,34.9,35.7,37.0
3115,3244,Duco FireMax EW 30 / 20 'ZR' [1],,,,,True,33.2,31.1,27.9,34.8,38.6,47.7
3116,3245,Duco FireMax EW 30 / 25 'ZR' [1],,,,,True,24.7,26.7,24.9,26.8,28.0,0.0
3117,3246,Duco DucoMax Medio 'ZR' 5 Pa,,,,,True,28.6,26.2,33.7,38.6,39.8,44.1
3118,3247,Duco DucoMax Alto 'ZR' 5 Pa,,,,,True,29.7,26.2,35.1,41.0,42.1,52.0
3119,3248,Duco DucoMax Largo 'ZR' 5 Pa,,,,,True,30.8,28.1,34.0,39.3,41.9,52.6
3120,3249,Duco DucoTwin 120 Corto 'ZR' 5 Pa [1],,,,,True,29.9,27.9,29.5,33.6,33.0,38.4
3121,3250,Duco DucoTwin 120 Basso 'ZR' 5 Pa [1],,,,,True,29.2,25.7,27.7,36.2,33.4,36.9
3122,3251,Duco DucoTwin 120 Medio 'ZR' 5 Pa [1],,,,,True,29.4,26.0,28.9,35.8,33.1,38.3
3123,3252,Duco DucoTwin 120 Alto 'ZR' 5 Pa [1],,,,,True,29.6,26.2,30.1,38.8,37.7,43.0
3124,3253,Duco DucoTwin 120 Largo 'ZR' 5 Pa [1],,,,,True,30.4,27.5,33.4,40.4,41.6,47.8
3125,3254,Duco DucoTwin 120 Corto 'ZR' AK 5 Pa [1],,,,,True,30.2,28.8,30.4,34.4,37.5,47.9
3126,3255,Duco DucoTwin 120 Basso 'ZR' AK 5 Pa [1],,,,,True,29.3,27.0,28.4,36.8,39.4,49.6
3127,3256,Duco DucoTwin 120 Medio 'ZR' AK 5 Pa [1],,,,,True,30.9,28.5,31.8,41.1,46.1,57.1
3128,3257,Duco DucoTwin 120 Alto 'ZR' AK 5 Pa [1],,,,,True,30.5,29.0,33.5,43.2,47.6,58.8
3129,3258,Duco DucoTwin 120 Largo 'ZR' AK 5 Pa [1],,,,,True,31.5,31.1,36.0,46.5,52.8,61.7
3130,3259,Duco Silenzio Retro 'ZR',,,,,True,37.4,33.7,40.8,42.3,44.7,54.1
3131,3260,Renson type AR75 L,,,,,True,31.9,30.9,27.4,22.4,28.8,35.4
3132,3261,Renson type AR75 M,,,,,True,32.5,31.4,28.0,22.3,29.2,36.1
3133,3262,Renson type AR75 S,,,,,True,32.5,30.6,28.2,22.7,29.2,36.2
3134,3263,Renson type AR75 XL,,,,,True,32.7,32.0,28.3,22.5,29.4,35.9
3135,3264,Renson type AR90 [1],,,,,True,28.9,29.2,29.0,25.5,33.2,35.4
3136,3265,Renson type Invisivent EVO,,,,,True,30.8,28.6,27.8,24.8,27.2,32.2
3137,3266,Renson type Invisivent Evo AK Basic [1],,,,,True,36.5,34.8,31.5,32.5,36.8,47.3
3138,3267,Renson type Invisivent Evo AK Extreme,,,,,True,42.0,41.6,45.6,49.6,55.1,65.1
3139,3268,Renson type Invisivent Evo AK High [1],,,,,True,39.8,36.9,34.9,37.1,43.6,65.0
3140,3269,Renson type Invisivent Evo AK High HR,,,,,True,39.7,37.9,35.9,37.4,50.0,66.0
3141,3270,Renson type Invisivent Evo AK Ultra,,,,,True,49.3,41.9,36.3,43.7,55.8,61.9
3142,3271,Renson type Invisivent Evo AK Ultra HR,,,,,True,48.3,41.9,36.3,43.7,55.8,61.9
3143,3272,Renson type Invisivent Evo Highflow,,,,,True,31.4,31.0,28.3,24.2,31.7,33.5
3144,3273,Renson type Invisivent Evo AK Basic - Hoogbouw,,,,,True,36.1,35.0,31.7,32.6,39.0,47.9
3145,3274,Renson type Invisivent Evo Utility,,,,,True,39.7,37.9,35.9,37.4,49.6,65.9
3146,3275,Renson type Invisivent+ AK(R)33,,,,,True,34.0,32.3,27.5,34.2,38.3,43.5
3147,3276,Renson type Oxyvent exhaust [1],,,,,True,29.3,25.0,20.5,25.6,36.7,37.1
3148,3277,Renson type Sonoslot Max - with sound absorbing baffle [1],,,,,True,46.6,37.9,34.4,38.2,43.3,46.2
3149,3278,Renson type Sonoslot Type 1 275 mm [1],,,,,True,40.5,42.8,40.5,35.7,39.5,41.6
3150,3279,Renson type Sonoslot Type 1 375 mm [1],,,,,True,42.0,40.5,39.1,34.7,38.2,39.8
3151,3280,Renson type Sonoslot Type 1 475 mm [1],,,,,True,43.6,38.9,38.0,34.0,36.6,38.2
3152,3281,Renson type Sonoslot Type 1 700 mm [1],,,,,True,41.7,37.1,36.3,32.5,34.9,36.3
3153,3282,Renson type THM90 EVO [1],,,,,True,25.0,25.6,24.7,26.5,26.9,28.4
3154,3283,Acoustair AGV K ventilatiekap vast,,,,,True,39.6,35.0,42.8,44.3,46.6,53.4
3155,3284,Acoustair AGV K zelfregelende kap,,,,,True,37.5,32.8,42.0,40.9,47.3,55.8
3156,3287,Alcoa AA 4110 enkel schuivend met SGG Climaplus Acoustic 25/34 - L64,,,,,True,24.9,23.3,33.3,38.5,40.1,41.1
3157,3288,Alcoa AA 4110 enkel schuivend met SGG Climaplus Acoustic 30/36 LST,,,,,True,25.2,29.6,38.6,41.4,39.3,47.3
3158,3289,Alcoa AA 4110 enkel schuivend met SGG Climaplus Silence 30/39 AST,,,,,True,24.7,30.1,39.3,42.1,43.6,48.1
3159,3290,Alcoa AA 4110 enkel schuivend met SGG Climaplus Acoustic 33/36 LST,,,,,True,25.5,30.6,38.9,41.6,41.7,49.7
3160,3291,Alcoa AA 4110 enkel schuivend met SGG Climaplus Acoustic 37/40 LST,,,,,True,27.7,33.8,40.0,40.3,42.7,49.6
3161,3292,Alcoa AA 4110 enkel schuivend met SGG Climaplus Silence 35/44 AST,,,,,True,27.9,34.6,41.8,43.3,46.4,50.7
3162,3293,Alcoa AA 4110 enkel schuivend met SGG Climaplus Silence 37/42 AST,,,,,True,28.2,34.2,41.0,42.8,44.5,49.4
3163,3294,Alcoa AA 4110 enkel schuivend met SGG Climaplus Silence 36/43 AST,,,,,True,29.3,35.3,41.3,41.9,45.1,49.7
3164,3295,Unidek Aero,,,,,True,21.2,23.6,20.7,28.0,43.4,54.3
3165,3296,Unidek Aero met dakpannen,,,,,True,15.2,24.1,34.7,41.7,51.8,61.5
3166,3297,Unidek Aero Passief,,,,,True,22.9,22.3,20.4,33.9,36.9,55.3
3167,3298,Unidek Aero Passief met dakpannen,,,,,True,17.2,26.7,33.8,47.5,48.9,65.5
3168,3299,Unidek Aero PD / Unidek Aero Riet / Unidek Aero Plus,,,,,True,23.0,21.6,19.0,48.5,47.7,51.8
3169,3300,Unidek Aero PD / Unidek Aero Riet / Unidek Aero Plus met dakpannen,,,,,True,17.8,26.0,31.7,55.6,56.3,63.2
3170,3301,Unidek Aero PD / Unidek Aero Riet / Unidek Aero Plus met riet,,,,,True,19.2,22.6,26.5,53.6,59.8,65.1
3171,3302,Unidek RenoAero,,,,,True,16.5,16.9,16.5,14.7,35.4,48.5
3172,3303,Unidek RenoAero met dakpannen,,,,,True,14.8,18.3,27.1,30.6,47.0,58.1
3173,3304,Unidek RenoAero PD / Unidek RenoAero Riet / Unidek RenoAero Plus,,,,,True,19.1,21.3,19.8,25.9,44.0,50.5
3174,3305,Unidek RenoAero PD / Unidek RenoAero Riet / Unidek RenoAero Plus met dakpannen,,,,,True,15.5,22.0,31.2,37.8,52.2,61.6
3175,3306,Unidek RenoAero PD / Unidek RenoAero Riet / Unidek RenoAero Plus met riet,,,,,True,16.9,21.5,23.6,31.8,55.5,65.7
3176,3307,Unidek Kolibrie Rf 30,,,,,True,22.1,24.8,22.8,30.1,39.4,49.2
3177,3308,Unidek Kolibrie Rf 30 met dakpannen,,,,,True,17.6,26.4,37.4,43.4,48.9,58.8
3178,3309,Unidek Sips element,,,,,True,24.5,23.8,17.5,39.1,50.9,49.9
3179,3310,Unidek Sips element + 12.5 mm Fermacellplaat,,,,,True,29.3,26.6,25.0,46.9,60.3,56.3
3180,3311,"Unidek Sips element + 12,5 mm Fermacellplaat op 24 mm lege spouw",,,,,True,26.0,28.6,32.7,51.7,63.1,57.1
3181,3312,Unidek Sips element + 12.5 mm Fermacellplaat op 24 mm spouw gevuld steenwol,,,,,True,22.8,33.3,39.3,60.8,67.5,61.1
3182,3313,Renson VariaCoust 130-14 ZR [1],,,,,True,38.9,29.1,32.9,38.6,42.1,45.4
3183,3314,Renson VariaCoust 130-18 ZR [1],,,,,True,38.1,27.7,31.9,37.5,41.0,43.7
3184,3315,Renson VariaCoust 130-22 ZR [1],,,,,True,37.7,26.9,28.5,34.1,39.6,41.5
3185,3316,Renson VariaCoust 130-28 ZR [1],,,,,True,36.9,26.3,27.2,32.6,38.7,39.3
3186,3317,Thermobel TG Stratobel 4-12-4-12-33.2 [1],,,,,True,17.7,24.3,33.0,43.7,47.6,47.0
3187,3318,Thermobel TG 4-12-4-12-4 [1],,,,,True,18.7,19.0,28.4,41.6,46.7,39.8
3188,3319,Thermobel TG 6-12-6-12-6 [1],,,,,True,18.5,21.9,32.9,40.3,36.7,48.9
3189,3320,Thermobel TG 6-15-4-15-4 [1],,,,,True,15.0,25.2,33.0,43.5,42.2,44.7
3190,3321,Thermobel TG 8-12-4-12-4 [1],,,,,True,20.6,25.1,33.8,44.3,48.0,48.9
3191,3322,Thermobel TG 8-12-4-12-6 [1],,,,,True,22.2,28.8,36.7,44.0,40.1,52.5
3192,3323,Thermobel TG Stratobel 6-16-4-16-44.2 [1],,,,,True,18.9,28.8,38.2,45.1,41.6,54.2
3193,3324,Thermobel TG Stratobel 44.2-12-6-12-44.2 [1],,,,,True,19.6,31.3,39.0,44.9,43.6,56.8
3194,3325,Thermobel TG Stratobel 8-16-4-16-55.2 [1],,,,,True,27.7,31.8,41.2,39.7,39.7,58.2
3195,3326,Thermobel TG Stratobel 8-16-6-16-55.2 [1],,,,,True,23.9,31.1,41.0,49.1,50.5,60.9
3196,3327,Thermobel TG Stratobel 66.2-16-6-16-44.2 [1],,,,,True,27.8,34.3,43.0,42.6,45.7,61.4
3197,3328,Thermobel TG Stratobel 8-16-6-16-44.2 [1],,,,,True,24.9,28.3,37.8,42.3,42.1,56.6
3198,3329,Thermobel TG 10-12-4-12-6 [1],,,,,True,24.0,27.5,36.0,41.8,42.9,55.5
3199,3330,Thermobel TG Stratophone 4-12-4-12-44.2st [1],,,,,True,21.2,25.7,35.4,46.4,49.5,49.5
3200,3331,Thermobel TG Stratophone 6-12-4-12-44.2st [1],,,,,True,19.4,30.2,38.6,47.2,45.9,52.2
3201,3332,Thermobel TG Stratophone 8-12-4-12-44.2st [1],,,,,True,23.6,31.0,39.9,49.2,51.1,59.5
3202,3333,Thermobel TG Stratophone 44.2-12-4-12-44.2st [1],,,,,True,23.9,31.1,41.0,49.1,50.5,60.9
3203,3334,Thermobel TG Stratophone 10-12-4-12-44.2st [1],,,,,True,24.8,32.4,42.6,46.1,49.8,57.7
3204,3335,Thermobel TG Stratophone 8-16-6-16-55.5st [1],,,,,True,30.3,32.5,43.2,47.9,46.7,56.9
3205,3336,Thermobel TG Stratophone 44.2st-12-12-4-12-44.2st [1],,,,,True,26.9,33.5,43.2,54.8,59.5,62.1
3206,3337,Thermobel TG Stratophone 10-12-6-12-44.2st [1],,,,,True,30.0,32.7,41.5,48.4,52.1,62.1
3207,3338,Thermobel TG Stratophone 10-16-6-16-66.2st [1],,,,,True,36.1,36.2,44.4,46.8,48.7,57.8
3208,3339,Thermobel TG Stratophone 44.2st-10-4-10-66.2st [1],,,,,True,27.4,35.9,44.1,53.0,55.2,63.2
3209,3340,Thermobel TG Stratophone 44.2st-12-6-12-66.2st [1],,,,,True,27.9,36.9,47.0,53.9,54.6,63.1
3210,3341,Thermobel TG Stratophone 88.2st-12-6-12-66.2st [1],,,,,True,33.2,42.8,49.3,52.5,52.8,61.5
3211,3342,Planibel 6 mm [1],,,,,True,19.5,23.4,29.5,35.5,27.6,31.6
3212,3343,Planibel 8 mm [1],,,,,True,22.1,25.1,32.2,35.6,28.7,35.9
3213,3344,Stratobel 44.2 [1],,,,,True,25.8,26.4,32.6,36.8,33.8,38.2
3214,3345,Stratobel 66.2 [1],,,,,True,25.3,28.2,34.4,33.2,38.3,47.4
3215,3346,Stratophone 33.2st [1],,,,,True,25.5,28.4,32.0,37.1,39.2,41.1
3216,3347,Stratophone 44.2st [1],,,,,True,26.6,29.9,34.1,38.1,39.2,42.0
3217,3348,Stratophone 55.2st [1],,,,,True,29.3,31.5,35.0,39.6,40.3,47.4
3218,3349,Stratophone 66.2st [1],,,,,True,29.1,32.7,37.7,40.3,40.2,47.9
3219,3350,Stratophone 88.2st [1],,,,,True,33.2,35.3,37.4,39.1,44.5,53.8
3220,3351,Thermobel 4-16-4 [1],,,,,True,20.5,16.8,25.7,36.4,41.4,36.5
3221,3352,Thermobel 6-15-6 [1],,,,,True,21.5,21.4,31.0,38.7,30.8,39.2
3222,3353,Thermobel 6-15-4 [1],,,,,True,22.0,23.5,31.8,43.1,41.9,43.4
3223,3354,Thermobel 8-16-4 [1],,,,,True,23.2,24.6,31.9,41.1,43.6,44.1
3224,3355,Thermobel 10-15-6 [1],,,,,True,22.0,28.7,36.4,40.7,39.1,49.6
3225,3356,Thermobel Stratobel 4-16-44.2 [1],,,,,True,22.0,23.2,33.6,43.3,48.6,50.6
3226,3357,Thermobel Stratobel 44.2-16-33.2 [1],,,,,True,23.7,26.4,37.7,43.3,41.9,53.7
3227,3358,Thermobel Stratobel 6-15-55.2 [1],,,,,True,23.5,28.6,36.5,43.2,39.6,47.4
3228,3359,Thermobel Stratobel 44.2-15-44.6 [1],,,,,True,26.6,27.0,38.8,43.0,43.1,60.8
3229,3360,Thermobel Stratobel 8-15-55.2 [1],,,,,True,26.1,32.3,39.5,41.0,40.2,53.6
3230,3361,Thermobel Stratobel 66.2-15-44.2 [1],,,,,True,26.5,33.6,39.7,41.3,44.6,60.8
3231,3362,Thermobel Stratobel 88.2-16-55.2 [1],,,,,True,30.5,35.5,41.3,40.1,46.9,62.0
3232,3363,Thermobel Stratophone 4-15-44.2st [1],,,,,True,25.0,26.0,33.4,44.1,46.0,49.1
3233,3364,Thermobel Stratophone 6-16-44.2st [1],,,,,True,23.2,28.6,38.7,48.7,48.2,53.4
3234,3365,Thermobel Stratophone 8-16-44.2st [1],,,,,True,24.5,29.9,39.6,47.4,48.4,55.4
3235,3366,Thermobel Stratophone 6-15-66.2st [1],,,,,True,27.2,30.7,39.3,44.7,44.8,54.6
3236,3367,Thermobel Stratophone 8-15-66.2st [1],,,,,True,28.2,33.3,40.9,42.8,43.8,56.2
3237,3368,Thermobel Stratophone 44.2st-15-44.2st [1],,,,,True,27.3,31.5,42.2,53.0,56.3,59.7
3238,3369,Thermobel Stratophone 10-16-44.2st [1],,,,,True,27.3,31.5,42.2,53.0,56.3,59.7
3239,3370,Thermobel Stratophone 10-16-55.2st [1],,,,,True,28.8,34.1,45.8,46.2,49.3,61.1
3240,3371,Thermobel Stratophone 10-16-66.2st [1],,,,,True,31.0,33.7,46.2,45.7,48.6,62.2
3241,3372,Thermobel Stratophone 66.2st-16-44.2st [1],,,,,True,27.6,38.0,45.8,54.1,56.1,63.1
3242,3373,Thermobel Stratophone 88.2st-15-44.2st [1],,,,,True,30.5,40.0,45.4,52.5,55.2,63.8
3243,3374,Thermobel Stratophone 66.2-16-66.2st [1],,,,,True,30.4,39.3,46.7,53.9,54.0,65.1
3244,3375,Thermobel Stratophone 88.2-16-66.2st [1],,,,,True,35.9,43.6,47.8,52.6,55.1,68.5
3245,3376,Sch³co schuifdeursysteem ASS70BE,,,,,True,29.9,37.9,40.0,39.1,44.8,52.7
3246,3377,Sch³co schuifdeurstysteem ASS70BE VI,,,,,True,32.0,39.3,40.5,39.3,44.8,52.5
3247,3378,ClimaRad S-Fan qv=8.3,,,,,True,39.6,33.8,42.1,48.3,53.5,58.4
3248,3379,ClimaRad S-Fan qv=16.7,,,,,True,39.6,33.8,42.1,48.3,53.5,58.4
3249,3380,ClimaRad S-Fan qv=25.0,,,,,True,39.6,33.8,42.1,48.3,53.5,58.4
3250,3381,ClimaRad S-Fan qv=33.3,,,,,True,39.6,33.8,42.1,48.3,53.5,58.4
3251,3382,ClimaRad S-Fan qv=41.7,,,,,True,39.6,33.8,42.1,48.3,53.5,58.4
3252,3383,Alara Lukagro geluidisolerende deur AL-D 54,,,,,True,41.1,47.7,51.8,55.1,55.3,59.5
3253,3384,Alara Lukagro geluidisolerende deur AL-D 56 H,,,,,True,45.0,47.6,51.7,54.9,55.2,56.6
3254,3385,Alara Lukagro geluidisolerende deur AL-D 56,,,,,True,42.8,48.5,52.1,55.7,58.6,63.2
3255,3386,Alara Lukagro geluidisolerende deur AL-D 45,,,,,True,32.0,40.6,39.7,42.5,49.3,51.1
3256,3387,Alara Lukagro geluidisolerende deur AL-D 50,,,,,True,35.6,43.4,47.3,50.5,50.8,51.5
3257,3388,Alara Lukagro geluidisolerende deur AL-D 52,,,,,True,35.5,46.1,48.7,52.4,54.0,57.6
3258,3389,Alara Lukagro buitenluchtrooster AL-R 300,,,,,True,8.3,9.7,14.1,20.7,21.6,16.0
3259,3390,Alara Lukagro buitenluchtrooster AL-R 300V,,,,,True,7.4,9.4,15.4,22.1,24.2,22.7
3260,3391,Alara Lukagro buitenluchtrooster AL-R 600V,,,,,True,8.2,14.4,24.4,37.6,39.5,32.2
3261,3392,Alara Lukagro buitenluchtrooster AL-R 150,,,,,True,7.1,7.7,9.5,12.7,13.4,12.2
3262,3393,Alara Lukagro paneel AL-O 180A [1],,,,,True,36.4,45.9,56.8,68.1,79.4,82.4
3263,3394,Alara Lukagro paneel AL-O 80A [1],,,,,True,22.7,29.2,37.9,45.6,49.3,51.1
3264,3395,Alara Lukagro paneel AL-O 100D [1],,,,,True,25.6,32.2,38.1,48.7,52.5,52.8
3265,3396,Alara Lukagro paneel AL-O 100B [1],,,,,True,24.1,30.1,35.5,47.3,52.5,52.9
3266,3397,Phonotech  W-DK40,,,,,True,22.0,39.1,54.4,59.5,60.0,67.9
3267,3398,Phonotech  W-DK60 [1],,,,,True,23.0,39.0,55.0,51.0,60.0,70.0
3268,3399,Phonotech  W-DK80,,,,,True,24.7,41.5,54.8,60.6,63.7,70.5
3269,3400,Phonotech  W-DK100 [1],,,,,True,27.0,43.0,58.0,62.0,62.0,72.0
3270,3401,Phonotech  W-DK120 [2],,,,,True,29.0,45.0,57.0,63.0,62.0,72.0
3271,3402,Phonotech  W-DK140,,,,,True,31.2,47.2,58.2,62.0,65.5,71.8
3272,3403,Phonotech  W-DK160 [1],,,,,True,31.0,48.0,58.0,64.0,64.0,73.0
3273,3404,Phonotech  W-DK180 [1],,,,,True,32.0,48.0,58.0,64.0,64.0,73.0
3274,3405,Phonotech  W-DK200 [1],,,,,True,32.0,48.0,58.0,64.0,64.0,73.0
3275,3406,Phonotech  W-DK220,,,,,True,33.3,48.9,57.7,61.8,65.4,72.4
3276,3407,Phonotech  W-MP-CP-DK220DF,,,,,True,42.2,47.6,55.8,59.5,64.4,69.0
3277,3408,Phonotech  TP90-DK40,,,,,True,23.4,41.2,61.4,68.1,65.0,70.8
3278,3409,Phonotech  TP90-DK60 [1],,,,,True,24.0,44.0,62.0,67.0,66.0,77.0
3279,3410,Phonotech  TP90-DK80,,,,,True,26.9,43.6,64.0,68.6,67.2,72.0
3280,3411,Phonotech  TP90-DK100 [1],,,,,True,27.0,50.0,65.0,69.0,68.0,78.0
3281,3412,Phonotech  TP90-DK120,,,,,True,31.7,50.3,65.0,69.7,70.2,74.9
3282,3413,Phonotech  TP90-DK140,,,,,True,34.1,51.5,65.2,70.4,71.3,74.7
3283,3414,Phonotech  TP90-DK160 [1],,,,,True,31.0,55.0,66.0,71.0,71.0,80.0
3284,3415,Phonotech  TP90-DK180 [1],,,,,True,32.0,55.0,67.0,71.0,71.0,81.0
3285,3416,Phonotech  TP90-DK200 [1],,,,,True,32.0,56.0,67.0,71.0,71.0,81.0
3286,3417,Phonotech  TP90-DK220,,,,,True,35.8,54.8,66.6,70.5,73.1,76.4
3287,3418,Phonotech  TP90-DK140-PB,,,,,True,38.2,53.6,65.8,70.6,73.0,75.4
3288,3419,Phonotech  TP90-DK140K-UArena,,,,,True,59.2,72.3,83.4,93.4,95.6,94.8
3289,3420,Phonotech  TP90-DK140K-UArena Bis,,,,,True,53.3,71.9,82.1,87.7,94.6,95.3
3290,3421,Phonotech  TP90-DK80S [1],,,,,True,28.0,44.7,58.2,64.1,68.9,73.4
3291,3422,Phonotech  TP90-RW-DK80S,,,,,True,34.4,44.0,56.4,60.5,62.6,68.2
3292,3423,Phonotech  TP90-RW-DK80S,,,,,True,34.4,44.0,56.4,60.5,62.6,68.2
3293,3424,Phonotech  TP90-RW-DK80-PB,,,,,True,38.6,45.7,57.1,61.2,62.1,67.8
3294,3425,Phonotech  TP160-DK40,,,,,True,25.7,49.2,66.5,70.1,70.2,74.4
3295,3426,Phonotech  TP160-DK60 [1],,,,,True,28.0,49.0,64.0,71.0,69.0,78.0
3296,3427,Phonotech  TP160-DK80,,,,,True,30.2,51.1,66.9,70.7,73.2,76.6
3297,3428,Phonotech  TP160-DK100 [1],,,,,True,31.0,54.0,66.0,71.0,71.0,79.0
3298,3429,Phonotech  TP160-DK120 [1],,,,,True,33.0,56.0,66.0,72.0,71.0,80.0
3299,3430,Phonotech  TP160-DK140,,,,,True,35.5,56.5,66.4,70.3,72.9,77.7
3300,3431,Phonotech  TP160-DK160 [1],,,,,True,35.0,57.0,66.0,72.0,71.0,80.0
3301,3432,Phonotech  TP160-DK180 [1],,,,,True,36.0,57.0,66.0,72.0,71.0,88.0
3302,3433,Phonotech  TP160-DK200 [1],,,,,True,36.0,57.0,66.0,72.0,71.0,80.0
3303,3434,Phonotech  TP160-DK220,,,,,True,36.9,57.7,66.3,70.3,72.9,76.6
3304,3435,Phonotech  TP160-DK80DF,,,,,True,33.5,54.2,67.7,70.8,73.2,76.8
3305,3436,Phonotech  TP160-FC-DK80,,,,,True,31.1,53.0,66.7,70.2,70.6,75.1
3306,3437,Phonotech  SD106-DK40,,,,,True,24.2,41.8,56.8,62.0,60.5,66.8
3307,3438,Phonotech  SD106-DK60 [1],,,,,True,29.0,40.0,56.0,62.0,41.0,69.0
3308,3439,Phonotech  SD106-DK80,,,,,True,27.2,44.0,57.7,63.1,64.0,70.0
3309,3440,Phonotech  SD106-DK100 [1],,,,,True,33.0,44.0,59.0,64.0,63.0,71.0
3310,3441,Phonotech  SD106-DK120 [1],,,,,True,35.0,46.0,60.0,65.0,64.0,72.0
3311,3442,Phonotech  SD106-DK140,,,,,True,34.0,49.7,59.6,64.4,67.3,74.3
3312,3443,Phonotech  SD106-DK160 [1],,,,,True,36.0,48.0,61.0,66.0,65.0,73.0
3313,3444,Phonotech  SD106-DK180 [1],,,,,True,36.0,48.0,61.0,66.0,65.0,73.0
3314,3445,Phonotech  SD106-DK200 [1],,,,,True,36.0,48.0,61.0,66.0,65.0,73.0
3315,3446,Phonotech  SD106-DK220,,,,,True,35.1,50.5,60.2,63.9,67.1,74.8
3316,3447,Phonotech  SDP150-RW-PB-DK180-PB,,,,,True,40.7,47.5,58.3,61.6,64.7,70.5
3317,3448,Phonotech  WW-PH40-FG [1],,,,,True,22.6,39.9,50.8,55.2,55.6,0.0
3318,3449,Phonotech  WW-FG-PH40-FG [1],,,,,True,27.6,42.9,50.1,54.4,57.6,0.0
3319,3450,Phonotech  WW-CP-PH40-FG [1],,,,,True,28.1,42.9,49.8,54.2,57.6,0.0
3320,3451,Phonotech  WW-PH60-FG [1],,,,,True,23.8,40.1,50.4,54.9,57.7,0.0
3321,3452,Phonotech  WW-FG-PH60-FG [1],,,,,True,28.8,43.4,49.7,54.1,56.0,0.0
3322,3453,Phonotech  WW-CP-PH60-FG [1],,,,,True,29.3,43.4,49.4,53.9,55.7,0.0
3323,3454,Phonotech  WW-PH80-FG [1],,,,,True,26.4,43.8,51.9,54.7,55.5,0.0
3324,3455,Phonotech  WW-FG-PH80-FG [1],,,,,True,31.4,46.8,51.2,53.9,57.5,0.0
