index,material_no,name,category,glass_t1_mm,glass_cavity_mm,glass_t2_mm,spectrum_ok,R_125_Hz,R_250_Hz,R_500_Hz,R_1000_Hz,R_2000_Hz,R_4000_Hz
837,859,Buvaflex 24.32 $,,,,,True,4.0,1.5,8.7,11.3,15.7,20.9
838,860,Buvaflex 24.34 $,,,,,True,-0.6,1.2,11.1,16.0,15.1,19.2
839,861,Buvalux 24.3,,,,,True,31.7,33.3,41.9,45.0,52.1,56.4
840,862,Buvalux 24.31,,,,,True,34.3,40.3,44.0,45.5,48.1,52.0
841,863,Buvaflex 24.32,,,,,True,29.0,29.5,36.8,38.7,35.7,41.6
842,864,Buvaflex 24.32 $,,,,,True,30.6,28.1,35.3,37.9,42.3,47.5
843,865,Buvaflex 24.34,,,,,True,30.8,32.7,41.7,43.2,38.7,44.2
844,866,Buvaflex 24.34 $,,,,,True,30.6,28.1,35.3,37.9,42.3,47.5
845,871,Alusta Orion Bonum 110,,,,,True,3.2,5.8,11.9,13.9,12.9,0.0
846,872,Alusta Orion Bonum 150,,,,,True,3.5,4.0,9.7,12.7,11.8,0.0
847,873,Alusta Orion Bonum 200,,,,,True,3.1,1.8,8.4,12.5,11.4,0.0
848,874,Alusta Orion Ultra 110,,,,,True,2.9,9.2,18.0,18.7,19.6,0.0
849,875,Alusta Orion Ultra 150,,,,,True,2.7,6.3,13.3,16.5,19.2,0.0
850,876,Alusta Orion Ultra 200,,,,,True,2.7,5.9,12.4,14.7,15.8,0.0
851,877,Alusta Orion Ultra 300,,,,,True,2.4,4.0,8.5,8.5,10.6,0.0
852,878,Alusta Orion Hyper 110,,,,,True,5.4,11.8,20.5,20.1,16.7,0.0
853,879,Alusta Orion Hyper 150,,,,,True,5.2,9.7,18.8,17.8,15.8,0.0
854,880,Alusta Orion Hyper 200,,,,,True,4.6,7.1,15.2,15.4,16.4,0.0
855,881,Alusta Orion Hyper 300,,,,,True,4.3,5.9,9.1,10.4,14.4,0.0
856,882,Alusta Orion Summum 110,,,,,True,7.5,14.0,23.8,23.4,22.1,0.0
857,883,Alusta Orion Summum 150,,,,,True,5.8,11.9,20.9,22.2,20.5,0.0
858,884,Alusta Orion Summum 200,,,,,True,3.3,9.4,17.5,20.1,20.3,0.0
859,885,Alusta Orion Summum 250,,,,,True,4.1,8.7,13.7,16.8,20.2,0.0
860,886,Alusta Orion Summum 300,,,,,True,4.7,7.3,10.5,12.8,18.2,0.0
861,887,Alusta PDD25 platdakdemper,,,,,True,7.3,7.5,6.4,17.6,16.0,0.0
862,888,Alusta PDD50 platdakdemper,,,,,True,3.2,11.1,13.1,21.6,24.1,0.0
863,889,Alusta PDD75 platdakdemper,,,,,True,5.1,13.0,19.3,23.6,24.6,0.0
864,890,Alusta Scorpio 4-20-6 draai-valraam,,,,,True,24.7,29.4,37.1,40.4,44.6,0.0
865,891,Alusta Scorpio 6-20-8 draai-valraam,,,,,True,26.4,31.7,40.5,39.9,42.6,0.0
866,892,Alusta 8-20-4/0.76/4 Scorpio dv-raam,,,,,True,29.4,31.3,40.9,40.9,44.8,0.0
867,893,Alusta10-20-4/0.76/4 Scorpio dv-raam,,,,,True,30.7,32.8,41.2,40.4,45.7,0.0
868,894,Alusta 8-20-4/2/4 Scorpio dv-raam,,,,,True,30.6,36.1,41.4,41.2,48.6,0.0
869,895,Alusta 10-20-4/2/4 Scorpio dv-raam,,,,,True,32.7,37.7,41.5,40.9,48.0,0.0
870,903,*Alusta Thermob 100 ursus vt.rooster,,,,,True,1.5,0.3,-2.7,0.6,3.4,0.0
871,904,*Alusta Thermob 150 kap vent.rooster,,,,,True,0.8,-1.4,-5.0,-1.8,1.9,0.0
872,905,*Alusta Thermob 150 lamel vt.rooster,,,,,True,-1.6,-2.3,-4.7,-4.8,-4.6,0.0
873,906,*Alusta Thermob 150 ursus vt.rooster,,,,,True,1.3,-1.3,-3.8,1.5,2.6,0.0
874,907,Alusta Cadet 110 Standaard,,,,,True,34.6,32.7,40.6,43.7,44.5,0.0
875,908,Alusta Cadet 150 Standaard,,,,,True,33.5,30.1,35.4,41.0,41.9,0.0
876,909,Alusta Cadet 200 Standaard,,,,,True,31.4,29.1,31.1,37.9,39.2,0.0
877,910,Alusta Cadet Plus 110,,,,,True,35.0,34.3,46.0,49.3,49.8,0.0
878,911,Alusta Cadet Plus 150,,,,,True,33.7,30.7,40.1,45.3,48.2,0.0
879,912,Alusta Cadet Plus 200,,,,,True,32.3,28.9,35.2,41.0,45.1,0.0
880,913,Alusta Cadet Extra 110,,,,,True,36.9,38.3,49.2,49.3,48.0,0.0
881,914,Alusta Cadet Extra 150,,,,,True,34.5,34.1,44.4,45.0,44.2,0.0
882,915,Alusta Cadet Extra 200,,,,,True,33.8,31.8,39.2,39.6,40.5,0.0
883,916,Alusta Cadet Extra 250,,,,,True,31.5,29.1,37.0,37.9,38.0,0.0
884,917,Alusta Cadet Super 110,,,,,True,36.3,40.5,51.8,52.4,51.3,0.0
885,918,Alusta Cadet Super 150,,,,,True,33.9,36.1,47.2,49.4,49.5,0.0
886,919,Alusta Cadet Super 200,,,,,True,34.0,32.7,41.5,43.4,46.7,0.0
887,920,Alusta Orion Bonum 110,,,,,True,32.8,35.4,41.5,43.5,42.5,0.0
888,921,Alusta Orion Bonum 150,,,,,True,31.7,32.2,37.9,40.9,40.0,0.0
889,922,Alusta Orion Bonum 200,,,,,True,30.1,28.8,35.4,39.5,38.4,0.0
890,923,Alusta Orion Ultra 110,,,,,True,32.5,38.8,47.6,48.3,49.2,0.0
891,924,Alusta Orion Ultra 150,,,,,True,30.9,34.5,41.5,44.7,47.4,0.0
892,925,Alusta Orion Ultra 200,,,,,True,29.7,32.9,39.4,41.7,42.8,0.0
893,926,Alusta Orion Ultra 250,,,,,True,29.0,31.0,34.2,36.9,39.0,0.0
894,927,Alusta Orion Ultra 300,,,,,True,27.6,29.2,33.7,33.7,35.8,0.0
895,928,Alusta Orion Hyper 110,,,,,True,35.0,41.4,50.1,49.7,46.3,0.0
896,929,Alusta Orion Hyper 150,,,,,True,33.4,37.9,47.0,46.0,44.0,0.0
897,930,Alusta Orion Hyper 200,,,,,True,31.6,34.1,42.2,42.4,43.4,0.0
898,931,Alusta Orion Hyper 250,,,,,True,29.0,32.3,36.7,40.6,44.1,0.0
899,932,Alusta Orion Hyper 300,,,,,True,29.5,31.1,34.3,35.6,39.6,0.0
900,933,Alusta Orion Summum 110,,,,,True,37.1,43.6,53.4,53.0,51.7,0.0
901,934,Alusta Orion Summum 150,,,,,True,34.0,40.1,49.1,50.4,48.7,0.0
902,935,Alusta Orion Summum 200,,,,,True,30.3,36.4,44.5,47.1,47.3,0.0
903,936,Alusta Orion Summum 250,,,,,True,30.1,34.7,39.7,42.8,46.2,0.0
904,937,Alusta Orion Summum 300,,,,,True,29.9,32.5,35.7,38.0,43.4,0.0
905,938,*Alusta MD16 kern 11 muurdemper,,,,,True,39.8,34.2,39.9,46.2,55.8,0.0
906,939,Alusta MD20 kern 11 muurdemper,,,,,True,32.8,29.6,34.7,40.6,42.8,0.0
907,940,Alusta MD20 kern 11/V muurdemper,,,,,True,32.7,31.2,35.5,41.3,43.4,42.5
908,941,Alusta MD20 kern 16/V muurdemper,,,,,True,34.9,37.3,43.1,51.3,54.6,57.9
909,942,Alusta MD25 kern 16 muurdemper,,,,,True,30.7,28.8,37.9,39.4,42.7,0.0
910,943,Alusta MD25 kern 16/V muurdemper,,,,,True,29.8,31.1,35.4,41.8,45.2,41.9
911,944,Alusta MD25 kern 20 muurdemper,,,,,True,34.3,34.5,43.3,43.1,53.5,0.0
912,945,Alusta MD25 kern 20/V muurdemper,,,,,True,33.3,36.1,40.9,47.0,52.7,53.6
913,946,Alusta MD28 kern 16/V muurdemper,,,,,True,28.9,29.2,33.4,38.4,41.9,38.0
914,947,Alusta MD28 kern 20/V muurdemper,,,,,True,30.4,32.0,36.5,41.3,46.3,45.3
915,948,Alusta MD28 kern 22.5/V muurdemper,,,,,True,33.9,32.8,39.7,43.6,48.9,50.0
916,949,Alusta MD28 kern 25/V muurdemper,,,,,True,36.6,38.4,45.0,50.0,57.7,60.7
917,950,Alusta WD25k20/Vmiddenkap wangdemper,,,,,True,33.1,28.7,36.0,41.1,41.7,41.1
918,951,Alusta WD25k20/V grotekap wangdemper,,,,,True,33.4,27.2,34.2,38.9,38.6,39.7
919,952,Alusta Rondo 25k20/V muurdemper,,,,,True,35.8,33.9,42.8,45.5,51.1,56.4
920,953,Alusta MD25k20/V Monument muurdemper,,,,,True,32.9,37.3,41.1,44.6,52.4,54.3
921,954,Alusta DD25 kern 20/V dakdemper,,,,,True,33.8,33.0,37.5,39.6,46.1,46.8
922,955,*Alusta Thermob 150 lamel ventrooste,,,,,True,22.0,22.3,19.9,19.8,19.0,0.0
923,956,*Alusta Thermob 150 kap vent.rooster,,,,,True,24.0,22.8,18.2,22.4,26.0,0.0
924,957,*Alusta Thermob 150 ursus vt.rooster,,,,,True,25.4,22.8,20.3,25.6,26.7,0.0
925,958,Acoustair Optima 1615 suskast,,,,,True,6.0,2.2,5.8,9.2,8.6,11.9
926,959,Acoustair Optima 1620 suskast,,,,,True,5.4,2.1,3.7,5.6,7.3,10.4
927,960,Acoustair Optima 2010 suskast,,,,,True,6.1,3.6,12.2,18.2,17.8,22.0
928,961,Acoustair Optima 2015 suskast,,,,,True,6.5,3.0,10.2,13.9,14.0,18.2
929,962,Acoustair Optima 2020 suskast,,,,,True,5.8,2.5,7.4,10.0,8.4,13.3
930,963,Acoustair Optima 2410 suskast,,,,,True,5.4,7.6,15.0,21.4,28.1,30.2
931,964,Acoustair Optima 2415 suskast,,,,,True,4.1,3.7,11.6,16.0,23.2,26.7
932,965,Acoustair Optima 2420 suskast,,,,,True,4.5,3.7,10.1,13.0,13.5,17.7
933,966,Acoustair Optima 2810 suskast,,,,,True,3.8,8.8,16.8,25.2,29.5,34.7
934,967,Acoustair Optima 2815 suskast,,,,,True,3.4,6.2,14.3,21.1,25.0,27.9
935,968,Acoustair Optima 2820 suskast,,,,,True,3.4,5.3,11.9,18.4,19.5,24.4
936,969,Acoustair Optima 1610 suskast,,,,,True,35.6,31.5,38.4,42.4,42.3,46.4
937,970,Acoustair Optima 1615 suskast,,,,,True,34.2,30.4,34.0,37.4,36.8,40.1
938,971,Acoustair Optima 1620 suskast,,,,,True,32.4,29.1,30.7,32.6,34.3,37.4
939,972,Acoustair Optima 2010 suskast,,,,,True,36.1,33.6,42.2,48.2,47.8,52.0
940,973,Acoustair Optima 2015 suskast,,,,,True,34.7,31.2,38.4,42.1,42.2,46.4
941,974,Acoustair Optima 2020 suskast,,,,,True,32.8,29.5,34.4,37.0,35.4,40.3
942,975,Acoustair Optima 2410 suskast,,,,,True,35.4,37.6,45.0,51.4,58.1,60.2
943,976,Acoustair Optima 2415 suskast,,,,,True,32.3,31.9,39.8,44.2,51.4,54.9
944,977,Acoustair Optima 2420 suskast,,,,,True,31.5,30.7,37.1,40.0,40.5,44.7
945,978,Acoustair Optima 2810 suskast,,,,,True,33.8,38.8,46.8,55.2,59.5,64.7
946,979,Acoustair Optima 2815 suskast,,,,,True,31.6,34.4,42.5,49.3,53.2,56.1
947,980,Acoustair Optima 2820 suskast,,,,,True,30.4,32.3,38.9,45.4,46.5,51.4
948,981,Acoustair OptimaWM16 80o(3x),,,,,True,8.1,3.7,6.6,17.3,36.2,33.9
949,982,Acoustair OptimaWM20 80o(3x),,,,,True,7.9,6.6,9.4,21.5,38.4,37.1
950,983,Acoustair OptimaWM24 80o(3x),,,,,True,8.9,10.0,12.0,27.1,39.5,39.1
951,984,Acoustair OptimaWM16 270x20(3x),,,,,True,3.5,0.0,7.8,9.0,20.0,18.3
952,985,Acoustair OptimaWM20 270x20(3x),,,,,True,2.9,2.3,9.2,13.1,22.2,22.4
953,986,Acoustair OptimaWM24 270x20(3x),,,,,True,3.8,7.5,13.5,21.1,27.5,29.1
954,987,Acoustair OptimaWM16 80o(3x),,,,,True,38.1,33.7,36.6,47.3,66.2,63.9
955,988,Acoustair OptimaWM20 80o(3x),,,,,True,37.9,36.6,39.4,51.5,68.4,67.1
956,989,Acoustair OptimaWM24 80o(3x),,,,,True,38.9,40.0,42.0,57.1,69.5,69.1
957,990,Acoustair OptimaWM16 270x20(3x),,,,,True,33.5,30.0,37.8,39.0,50.0,48.3
958,991,Acoustair OptimaWM20 270x20(3x),,,,,True,32.9,32.3,39.2,43.1,52.2,52.4
959,992,Acoustair OptimaWM24 270x20(3x),,,,,True,33.8,37.5,43.5,51.1,57.5,59.1
960,993,Acoustair Varianta S suskast,,,,,True,31.5,31.7,37.0,38.7,40.7,44.3
961,994,Acoustair Varianta HD suskast,,,,,True,34.2,38.4,43.7,46.1,50.9,57.6
962,995,Houten vloer planken [1],,,,,True,16.6,13.8,18.2,22.0,24.6,0.0
963,996,Houten vloer multiplex [1],,,,,True,23.5,24.6,28.4,27.8,31.1,0.0
964,997,Houten vl. planken+tapijt [1],,,,,True,17.7,16.3,20.4,21.3,26.9,0.0
965,998,Houten vl. multipl+tapijt [1],,,,,True,22.9,25.0,27.0,24.8,31.9,0.0
966,999,Houten vl+rockwool+parket [1],,,,,True,20.9,28.2,38.0,44.9,55.8,0.0
967,1000,Vloer+rockw.+parket+tapijt [1],,,,,True,21.6,29.0,37.4,43.5,53.8,0.0
968,1001,*Velux GGL 0061 dakvenster,,,,,True,25.9,29.1,33.3,33.3,36.0,0.0
969,1002,Velux GGL 0062 dakvenster,,,,,True,25.2,32.2,38.1,42.8,45.9,49.6
970,1003,Glas 6-12-4/1/4 pvb.luchtgevuld,,6.0,12.0,4.0,True,24.0,24.0,31.0,35.0,38.0,41.0
971,1004,Glas 4-12-6/1/6 pvb.luchtgevuld (GDL),GDL,4.0,12.0,6.0,True,25.0,24.0,31.0,36.0,36.0,41.0
972,1005,Glas 4-16-4/1/4 pvb.luchtgevuld (GDL),GDL,4.0,16.0,4.0,True,23.0,23.0,32.0,37.0,40.0,41.0
973,1006,Glas 6-12-6/1/6 pvb.luchtgevuld (GDL),GDL,6.0,12.0,6.0,True,25.0,25.0,32.0,36.0,36.0,43.0
974,1007,Glas 8-12-6/1/6 pvb.luchtgevuld (GDL),GDL,8.0,12.0,6.0,True,26.0,26.0,33.0,36.0,36.0,45.0
975,1008,Glas 4-16-6/1/6 pvb.luchtgevuld (GDL),GDL,4.0,16.0,6.0,True,24.0,25.0,32.0,38.0,38.0,43.0
976,1009,Glas 4-20-4/1/4 pvb.luchtgevuld (GDL),GDL,4.0,20.0,4.0,True,23.0,25.0,33.0,38.0,41.0,42.0
977,1010,Glas 6-16-6/1/6 pvb.luchtgevuld (GDL),GDL,6.0,16.0,6.0,True,25.0,26.0,34.0,38.0,38.0,45.0
978,1011,Glas 6-20-4/1/4 pvb.luchtgevuld (GDL),GDL,6.0,20.0,4.0,True,23.0,27.0,34.0,38.0,41.0,44.0
979,1012,Glas 8-16-6/1/6 pvb.luchtgevuld (GDL),GDL,8.0,16.0,6.0,True,25.0,27.0,35.0,38.0,38.0,46.0
980,1013,Glas 4-20-6/1/6 pvb.luchtgevuld (GDL),GDL,4.0,20.0,6.0,True,24.0,26.0,33.0,39.0,39.0,44.0
981,1014,Glas 8-20-4/1/4 pvb.luchtgevuld (GDL),GDL,8.0,20.0,4.0,True,24.0,27.0,33.0,37.0,40.0,45.0
982,1015,Glas 4-24-4/1/4 pvb.luchtgevuld (GDL),GDL,4.0,24.0,4.0,True,23.0,26.0,34.0,39.0,42.0,43.0
983,1016,Glas 6-24-4/1/4 pvb.luchtgevuld (GDL),GDL,6.0,24.0,4.0,True,23.0,28.0,35.0,39.0,42.0,45.0
984,1017,Glas 8-20-6/1/6 pvb.luchtgevuld (GDL),GDL,8.0,20.0,6.0,True,26.0,28.0,36.0,39.0,39.0,47.0
985,1018,Glas 4-24-6/1/6 pvb.luchtgevuld (GDL),GDL,4.0,24.0,6.0,True,24.0,27.0,34.0,40.0,40.0,45.0
986,1019,Glas 8-24-4/1/4 pvb.luchtgevuld (GDL),GDL,8.0,24.0,4.0,True,24.0,28.0,36.0,38.0,41.0,46.0
987,1020,Glas 6-24-6/1/6 pvb.luchtgevuld (GDL),GDL,6.0,24.0,6.0,True,25.0,28.0,36.0,40.0,40.0,47.0
988,1021,Glas 8-24-6/1/6 pvb.luchtgevuld (GDL),GDL,8.0,24.0,6.0,True,26.0,29.0,37.0,40.0,40.0,48.0
989,1022,Glas 4-12-5/2/5hars.luchtgevuld (GDL),GDL,4.0,12.0,5.0,True,25.0,25.0,33.0,39.0,40.0,41.0
990,1023,Glas 6-12-5/2/5hars.luchtgevuld (GDL),GDL,6.0,12.0,5.0,True,25.0,26.0,34.0,39.0,40.0,43.0
991,1024,Glas 6-12-6/2/6hars.luchtgevuld (GDL),GDL,6.0,12.0,6.0,True,26.0,27.0,35.0,38.0,39.0,44.0
992,1025,Glas 8-12-5/2/5hars.luchtgevuld (GDL),GDL,8.0,12.0,5.0,True,26.0,27.0,35.0,38.0,39.0,45.0
993,1026,Glas 8-12-6/2/6hars.luchtgevuld (GDL),GDL,8.0,12.0,6.0,True,27.0,27.0,36.0,38.0,39.0,45.0
994,1027,Glas 6-16-5/2/5hars.luchtgevuld (GDL),GDL,6.0,16.0,5.0,True,25.0,27.0,36.0,41.0,41.0,45.0
995,1028,Glas 6-16-6/2/6hars.luchtgevuld (GDL),GDL,6.0,16.0,6.0,True,26.0,28.0,36.0,40.0,41.0,46.0
996,1029,Glas 4-20-5/2/5hars.luchtgevuld (GDL),GDL,4.0,20.0,5.0,True,24.0,27.0,36.0,42.0,43.0,44.0
997,1030,Glas 8-16-6/2/6hars.luchtgevuld (GDL),GDL,8.0,16.0,6.0,True,27.0,29.0,37.0,40.0,41.0,47.0
998,1031,Glas 6-20-5/2/5hars.luchtgevuld (GDL),GDL,6.0,20.0,5.0,True,25.0,29.0,37.0,42.0,43.0,46.0
999,1032,Glas 6-20-6/2/6hars.luchtgevuld (GDL),GDL,6.0,20.0,6.0,True,26.0,29.0,38.0,41.0,42.0,47.0
1000,1033,Glas 8-20-5/2/5hars.luchtgevuld (GDL),GDL,8.0,20.0,5.0,True,26.0,29.0,38.0,41.0,42.0,47.0
1001,1034,Glas 4-24-5/2/5hars.luchtgevuld (GDL),GDL,4.0,24.0,5.0,True,24.0,28.0,37.0,43.0,44.0,45.0
1002,1035,Glas 6-24-5/2/5hars.luchtgevuld (GDL),GDL,6.0,24.0,5.0,True,25.0,30.0,38.0,43.0,44.0,47.0
1003,1036,Glas 6-24-6/2/6hars.luchtgevuld (GDL),GDL,6.0,24.0,6.0,True,26.0,30.0,39.0,42.0,43.0,48.0
1004,1037,Glas 8-24-5/2/5hars.luchtgevuld (GDL),GDL,8.0,24.0,5.0,True,26.0,30.0,39.0,42.0,43.0,48.0
1005,1038,Glas 8-24-6/2/6hars.luchtgevuld (GDL),GDL,8.0,24.0,6.0,True,27.0,31.0,40.0,42.0,43.0,49.0
1006,1039,Glas 4-12-6/1/6 pvb.gasgevuld (GDG),GDG,4.0,12.0,6.0,True,23.0,23.0,37.0,38.0,36.0,41.0
1007,1040,Glas 4-16-4/1/4 pvb.gasgevuld (GDG),GDG,4.0,16.0,4.0,True,21.0,24.0,39.0,44.0,40.0,41.0
1008,1041,Glas 6-12-6/1/6 pvb.gasgevuld (GDG),GDG,6.0,12.0,6.0,True,23.0,26.0,40.0,36.0,36.0,43.0
1009,1042,Glas 8-12-6/1/6 pvb.gasgevuld (GDG),GDG,8.0,12.0,6.0,True,23.0,28.0,41.0,36.0,36.0,45.0
1010,1043,Glas 4-16-6/1/6 pvb.gasgevuld (GDG),GDG,4.0,16.0,6.0,True,23.0,26.0,40.0,40.0,38.0,43.0
1011,1044,Glas 4-20-4/1/4 pvb.gasgevuld (GDG),GDG,4.0,20.0,4.0,True,21.0,27.0,41.0,45.0,41.0,42.0
1012,1045,Glas 6-16-6/1/6 pvb.gasgevuld (GDG),GDG,6.0,16.0,6.0,True,22.0,29.0,41.0,38.0,38.0,45.0
1013,1046,Glas 6-20-4/1/4 pvb.gasgevuld (GDG),GDG,6.0,20.0,4.0,True,21.0,29.0,42.0,42.0,41.0,44.0
1014,1047,Glas 8-16-6/1/6 pvb.gasgevuld (GDG),GDG,8.0,16.0,6.0,True,23.0,31.0,42.0,38.0,38.0,46.0
1015,1048,Glas 4-20-6/1/6 pvb.gasgevuld (GDG),GDG,4.0,20.0,6.0,True,22.0,28.0,41.0,41.0,39.0,44.0
1016,1049,Glas 8-20-4/1/4 pvb.gasgevuld (GDG),GDG,8.0,20.0,4.0,True,22.0,31.0,42.0,39.0,40.0,45.0
1017,1050,Glas 4-24-4/1/4 pvb.gasgevuld (GDG),GDG,4.0,24.0,4.0,True,21.0,29.0,41.0,46.0,42.0,43.0
1018,1051,Glas 6-24-4/1/4 pvb.gasgevuld (GDG),GDG,6.0,24.0,4.0,True,21.0,31.0,42.0,43.0,42.0,45.0
1019,1052,Glas 8-20-6/1/6 pvb.gasgevuld (GDG),GDG,8.0,20.0,6.0,True,23.0,33.0,43.0,39.0,39.0,47.0
1020,1053,Glas 4-24-6/1/6 pvb.gasgevuld (GDG),GDG,4.0,24.0,6.0,True,22.0,30.0,42.0,42.0,40.0,45.0
1021,1054,Glas 8-24-4/1/4 pvb.gasgevuld (GDG),GDG,8.0,24.0,4.0,True,22.0,33.0,43.0,40.0,41.0,46.0
1022,1055,Glas 6-24-6/1/6 pvb.gasgevuld (GDG),GDG,6.0,24.0,6.0,True,22.0,33.0,43.0,40.0,40.0,47.0
1023,1056,Glas 8-24-6/1/6 pvb.gasgevuld (GDG),GDG,8.0,24.0,6.0,True,23.0,35.0,44.0,40.0,40.0,48.0
1024,1057,Glas 6-12-4/1/4 pvb.gasgevuld (GDG),GDG,6.0,12.0,4.0,True,22.0,24.0,39.0,40.0,38.0,41.0
1025,1058,Glas 4-12-5/2/5hars.gasgevuld (GDG),GDG,4.0,12.0,5.0,True,23.0,24.0,39.0,47.0,40.0,41.0
1026,1059,Glas 6-12-5/2/5hars.gasgevuld (GDG),GDG,6.0,12.0,5.0,True,23.0,24.0,39.0,47.0,40.0,41.0
1027,1060,Glas 6-12-6/2/6hars.gasgevuld (GDG),GDG,6.0,12.0,6.0,True,24.0,25.0,40.0,45.0,39.0,42.0
1028,1061,Glas 8-12-5/2/5hars.gasgevuld (GDG),GDG,8.0,12.0,5.0,True,24.0,28.0,43.0,41.0,39.0,45.0
1029,1062,Glas 8-12-6/2/6hars.gasgevuld (GDG),GDG,8.0,12.0,6.0,True,25.0,29.0,44.0,39.0,39.0,45.0
1030,1063,Glas 6-16-5/2/5hars.gasgevuld (GDG),GDG,6.0,16.0,5.0,True,23.0,30.0,44.0,46.0,41.0,45.0
1031,1064,Glas 6-16-6/2/6hars.gasgevuld (GDG),GDG,6.0,16.0,6.0,True,24.0,30.0,44.0,44.0,41.0,46.0
1032,1065,Glas 4-20-5/2/5hars.gasgevuld (GDG),GDG,4.0,20.0,5.0,True,22.0,29.0,43.0,50.0,43.0,44.0
1033,1066,Glas 8-16-6/2/6hars.gasgevuld (GDG),GDG,8.0,16.0,6.0,True,24.0,31.0,44.0,43.0,41.0,46.0
1034,1067,Glas 6-20-5/2/5hars.gasgevuld (GDG),GDG,6.0,20.0,5.0,True,23.0,32.0,44.0,47.0,43.0,46.0
1035,1068,Glas 6-20-6/2/6hars.gasgevuld (GDG),GDG,6.0,20.0,6.0,True,24.0,33.0,45.0,45.0,42.0,47.0
1036,1069,Glas 8-20-5/2/5hars.gasgevuld (GDG),GDG,8.0,20.0,5.0,True,24.0,34.0,45.0,44.0,42.0,47.0
1037,1070,Glas 4-24-5/2/5hars.gasgevuld (GDG),GDG,4.0,24.0,5.0,True,22.0,31.0,44.0,50.0,44.0,45.0
1038,1071,Glas 6-24-5/2/5hars.gasgevuld (GDG),GDG,6.0,24.0,5.0,True,23.0,34.0,45.0,48.0,44.0,47.0
1039,1072,Glas 6-24-6/2/6hars.gasgevuld (GDG),GDG,6.0,24.0,6.0,True,24.0,35.0,46.0,46.0,43.0,48.0
1040,1073,Glas 8-24-5/2/5hars.gasgevuld (GDG),GDG,8.0,24.0,5.0,True,24.0,36.0,46.0,45.0,43.0,48.0
1041,1074,Glas 8-24-6/2/6hars.gasgevuld (GDG),GDG,8.0,24.0,6.0,True,25.0,37.0,46.0,43.0,43.0,49.0
1042,1075,Glas 4/1/4-12-6/1/6 luchtgev.gelam.(GDL),GDL,4.0,1.0,4.0,True,26.0,26.0,33.0,36.0,39.0,48.0
1043,1076,Glas 4/1/4-16-6/1/6 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,26.0,27.0,35.0,38.0,41.0,49.0
1044,1077,Glas 4/1/4-20-4/1/4 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,24.0,27.0,35.0,37.0,43.0,48.0
1045,1078,Glas 4/1/4-20-6/1/6 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,27.0,28.0,36.0,39.0,42.0,50.0
1046,1079,Glas 4/1/4-24-4/1/4 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,25.0,28.0,36.0,38.0,44.0,49.0
1047,1080,Glas 4/1/4-24-6/1/6 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,27.0,29.0,37.0,40.0,43.0,51.0
1048,1081,Glas 4/1/4-12-6/2/6 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,27.0,27.0,36.0,38.0,42.0,48.0
1049,1082,Glas 4/1/4-16-5/2/5 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,26.0,28.0,37.0,40.0,44.0,49.0
1050,1083,Glas 4/1/4-16-6/2/6 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,28.0,29.0,37.0,40.0,44.0,50.0
1051,1084,Glas 4/1/4-20-5/2/5 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,27.0,29.0,38.0,41.0,45.0,50.0
1052,1085,Glas 4/1/4-24-5/2/5 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,27.0,30.0,39.0,42.0,46.0,51.0
1053,1086,Glas 4/1/4-24-6/2/6 luchtgev..gelam. (GDL),GDL,4.0,1.0,4.0,True,28.0,31.0,40.0,42.0,46.0,52.0
1054,1087,Glas 5/2/5-12-5/2/5 luchtgev..gelam. (GDL),GDL,5.0,2.0,5.0,True,28.0,29.0,38.0,42.0,44.0,50.0
1055,1088,Glas 5/2/5-16-5/2/5 luchtgev..gelam. (GDL),GDL,5.0,2.0,5.0,True,29.0,30.0,40.0,44.0,46.0,51.0
1056,1089,Glas 5/2/5-24-5/2/5 luchtgev..gelam. (GDL),GDL,5.0,2.0,5.0,True,29.0,33.0,42.0,46.0,48.0,53.0
1057,1090,Glas 4/1/4-12-6/1/6 gasgevuld.gelam. (GDG),GDG,4.0,1.0,4.0,True,24.0,28.0,42.0,36.0,39.0,48.0
1058,1091,Glas 4/1/4-16-6/1/6 gasgevuld.gelam. (GDG),GDG,4.0,1.0,4.0,True,24.0,31.0,42.0,38.0,41.0,49.0
1059,1092,Glas 4/1/4-20-4/1/4 gasgevuld.gelam. (GDG),GDG,4.0,1.0,4.0,True,22.0,31.0,42.0,39.0,43.0,48.0
1060,1093,Glas 4/1/4-20-6/1/6 gasgevuld.gelam. (GDG),GDG,4.0,1.0,4.0,True,24.0,33.0,43.0,39.0,42.0,50.0
1061,1094,Glas 4/1/4-24-4/1/4 gasgevuld.gelam. (GDG),GDG,4.0,1.0,4.0,True,22.0,33.0,43.0,40.0,44.0,49.0
